© 2000-2021 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Toll-like Receptor Signaling	6.41E00	2.84E-01	1.807	CD14,IKBKB,IL18,IL1A,IL1B,IL1RN,IRAK2,MAP2K6,MAP3K1,MAP3K14,MAPK14,MYD88,NFKB2,REL,RELB,TAB2,TICAM1,TLR2,TLR8,TNF,TNFAIP3	
PPARα/RXRα Activation	6.39E00	2.01E-01	-0.186	ACAA1,ADCY1,ADCY9,BCL3,CYP2C18,Cyp2c23,Cyp2c54 (includes others),CYP2C8,ELP1,GHR,GNA11,GNA14,HSP90AA1,HSP90AB1,IKBKB,IL1B,IRS1,ITGB5,MAP2K6,MAP3K14,MAPK14,NCOA3,NFKB2,NFKBID,NFKBIE,NR0B2,NR2C2,PLCB2,PRKAB1,PRKAB2,PRKAR2A,PRKCA,RAP2A,REL,RELB,SLC27A1,STAT5B	
Hepatic Cholestasis	6.3E00	2.02E-01	NaN	ABCB11,ABCC1,ABCG5,ABCG8,ADCY1,ADCY9,CD14,CYP7A1,ELP1,HNF4A,HSD3B7,IKBKB,IL18,IL1A,IL1B,IL1RN,IRAK2,MAP3K14,MYD88,NFKB2,NFKBID,NFKBIE,NR0B2,NR1H4,PPRC1,PRKAR2A,PRKCA,PRKCD,PRKD3,REL,RELB,SLC22A7,SREBF1,TNF,TNFRSF1A,TNFRSF1B	
IL-10 Signaling	6.3E00	2.9E-01	NaN	ARG2,CD14,ELP1,HMOX1,IKBKB,IL18,IL1A,IL1B,IL1RN,MAP2K6,MAP3K14,MAPK14,NFKB2,NFKBID,NFKBIE,REL,RELB,SOCS3,STAT3,TNF	
Superpathway of Cholesterol Biosynthesis	6.03E00	4.29E-01	-2.309	ACAT2,DHCR7,FDPS,HADHA,HADHB,HMGCS1,LSS,MVK,NSDHL,PMVK,SC5D,TM7SF2	
Production of Nitric Oxide and Reactive Oxygen Species in Macrophages	5.4E00	1.91E-01	2.191	APOA4,ARG2,ELP1,IKBKB,IRF1,JAK3,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,MAPK14,NFKB2,NFKBID,NFKBIE,PCYOX1,PIK3CB,PIK3R5,PPP1R10,PPP1R3C,PPP2R1B,PPP2R5E,PRKCA,PRKCD,PRKD3,REL,RELB,RHOB,RND3,S100A8,TLR2,TNF,TNFRSF1A,TNFRSF1B	
TNFR2 Signaling	5.3E00	3.75E-01	0.707	BIRC2,IKBKB,MAP3K1,MAP3K14,NFKB2,NFKBID,NFKBIE,REL,RELB,TNF,TNFAIP3,TNFRSF1B	
HER-2 Signaling in Breast Cancer	5.28E00	1.86E-01	0.169	Arf2,ARF6,CASP3,CCNE1,COX10,COX6C,ELF1,ELF3,ERBB3,ETS2,FGR,FOXO1,FOXO3,FRK,IKBKB,IL1A,ITGB3,ITGB5,ITGB8,LYN,MYC,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,RBL1,REL,RELB,STAT3,TSC1	
Protein Ubiquitination Pathway	5.14E00	1.67E-01	NaN	BIRC2,CDC34,DNAJA1,DNAJB2,DNAJB5,DNAJC11,DNAJC17,DNAJC2,FBXW7,HSP90AA1,HSP90AB1,HSPA14,HSPA1A/HSPA1B,HSPA4,HSPA4L,HSPA8,HSPB1,HSPB8,HSPD1,HSPE1,HSPH1,MR1,PSMA7,PSMB4,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMD12,PSMD3,PSMD4,PSMD6,SMURF1,UBE2F,UBE2H,UBE2O,USP18,USP22,USP28,USP31,USP32,USP36,USP45	
Unfolded protein response	5E00	2.36E-01	1.604	CD82,CEBPA,CEBPB,CEBPG,DNAJA1,DNAJB2,DNAJB5,DNAJC11,DNAJC17,ERN1,ERO1B,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA4,HSPA8,HSPH1,INSIG1,SREBF1,UBXN4,XBP1	
PPAR Signaling	4.84E00	2.19E-01	-1.789	CITED2,ELP1,HSP90AA1,HSP90AB1,IKBKB,IL18,IL1A,IL1B,IL1RN,MAP3K14,NFKB2,NFKBID,NFKBIE,NR0B2,PDGFA,PDGFRA,RAP2A,REL,RELB,STAT5B,TNF,TNFRSF1A,TNFRSF1B	
Type II Diabetes Mellitus Signaling	4.81E00	1.93E-01	0.447	ACSL3,CACNA2D4,CEBPB,GCK,IKBKB,IRS1,ITPR3,MAP3K1,MAP3K14,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PRKAB1,PRKAB2,PRKCA,PRKCD,PRKD3,REL,RELB,SLC27A1,SLC2A2,SOCS2,SOCS3,SOCS5,TNF,TNFRSF1A,TNFRSF1B	
CD40 Signaling	4.69E00	2.58E-01	0.775	ELP1,ICAM1,IKBKB,JAK3,MAP2K6,MAP3K14,MAPK14,MAPKAPK2,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,REL,RELB,STAT3,TNFAIP3	
Superpathway of Geranylgeranyldiphosphate Biosynthesis I (via Mevalonate)	4.55E00	4.71E-01	-0.707	ACAT2,COX10,FDPS,HADHA,HADHB,HMGCS1,MVK,PMVK	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	4.42E00	1.53E-01	NaN	ADAMTS4,C5AR1,CEBPA,CEBPB,CEBPG,CREB3,CSF1,CSNK1D,ELP1,FZD6,FZD7,ICAM1,IKBKB,IL17RA,IL18,IL1A,IL1B,IL1RN,IL6R,IRAK2,MAP2K6,MAP3K14,MAPK14,MAPKAPK2,MYC,MYD88,NFKBID,NFKBIE,PDGFA,PIK3CB,PIK3R5,PLCB2,PRKCA,PRKCD,PRKD3,RAP2A,SELE,SOCS3,STAT3,TLR2,TLR8,TNF,TNFRSF1A,TNFRSF1B,VEGFA,WNT5B,WNT9B	
LXR/RXR Activation	4.37E00	2.05E-01	-0.728	ABCG5,ABCG8,APOA4,APOA5,ARG2,CD14,CYP7A1,IL18,IL1A,IL1B,IL1RN,MYLIP,NFKB2,NR1H4,PCYOX1,REL,RELB,S100A8,SAA1,SREBF1,TNF,TNFRSF1A,TNFRSF1B	
RAR Activation	4.33E00	1.73E-01	NaN	ADCY1,ADCY9,ADH4,AKR1B1,AKR1C4,ALDH8A1,CITED2,DHRS3,DHRS9,DUSP1,KAT2B,LRAT,MAP3K1,MAPK14,MAPKAPK2,NFKB2,NR2F2,PIK3CB,PRKAR2A,PRKCA,PRKCD,PRKD3,PSMC5,RARG,RDH11,REL,RELB,SDR9C7,SMAD6,STAT5B,TNIP1,TRIM24,VEGFA	
Insulin Secretion Signaling Pathway	4.3E00	1.58E-01	-2.082	ADCY1,ADCY9,AGO1,AGO2,AGO4,CACNA2D4,CREB3,EIF2B2,EIF2B4,EIF4A1,EIF4EBP2,FGR,GCK,GHR,GNA11,GNA14,ITPR3,JAK3,KCNB1,KLF11,LYN,MAPK14,PIK3CB,PIK3R5,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,SEC11A,SEC61B,SEC61G,SLC2A1,SLC2A2,SPCS3,SRP9,SSR1,SSR3,STAT2,STAT3,STAT5B	
IL-17A Signaling in Fibroblasts	4.08E00	3.14E-01	NaN	CEBPB,IKBKB,IL17RA,LCN2,MAPK14,NFKB2,NFKBID,NFKBIE,NFKBIZ,REL,RELB	
Growth Hormone Signaling	3.94E00	2.35E-01	-1.807	CEBPA,GHR,IRS1,ONECUT1,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RPS6KA1,SOCS2,SOCS3,SOCS5,SRF,STAT3,STAT5B	
Aldosterone Signaling in Epithelial Cells	3.92E00	1.76E-01	-2.333	DNAJA1,DNAJB2,DNAJB5,DNAJC11,DNAJC17,DNAJC2,DUSP1,HSP90AA1,HSP90AB1,HSPA14,HSPA1A/HSPA1B,HSPA4,HSPA4L,HSPA8,HSPB1,HSPB8,HSPD1,HSPE1,HSPH1,ITPR3,NR3C2,PIK3CB,PIK3R5,PLCB2,PRKCA,PRKCD,PRKD3,SGK1	
p38 MAPK Signaling	3.91E00	1.96E-01	2.400	CREB3,DUSP1,H3-3A/H3-3B,HSPB1,IL18,IL1A,IL1B,IL1RN,IRAK2,MAP2K6,MAPK14,MAPKAPK2,MEF2D,MYC,PLA2G12A,RPS6KA1,SRF,TAB2,TIFA,TNF,TNFRSF1A,TNFRSF1B	
LPS-stimulated MAPK Signaling	3.87E00	2.17E-01	0.258	CD14,ELP1,IKBKB,MAP2K6,MAP3K14,MAPK14,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB,SRF	
CD27 Signaling in Lymphocytes	3.82E00	2.5E-01	1.265	CASP3,ELP1,IKBKB,MAP2K6,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,NFKB2,NFKBID,NFKBIE,REL,RELB	
TNFR1 Signaling	3.77E00	2.6E-01	1.265	BIRC2,CASP3,IKBKB,MAP3K1,MAP3K14,NFKB2,NFKBID,NFKBIE,REL,RELB,TNF,TNFAIP3,TNFRSF1A	
FXR/RXR Activation	3.73E00	1.91E-01	NaN	ABCB11,ABCG5,ABCG8,APOA4,CYP7A1,FOXA2,FOXA3,FOXO1,G6PC,HNF4A,IL18,IL1A,IL1B,IL1RN,LIPC,NR0B2,NR1H4,PCYOX1,SAA1,SLC22A7,SREBF1,TNF	
VDR/RXR Activation	3.71E00	2.18E-01	1.667	CD14,CEBPA,CEBPB,CXCL10,FOXO1,GADD45A,HES1,IGFBP1,IGFBP5,NCOA2,NCOA3,PDGFA,PRKCA,PRKCD,PRKD3,PSMC5,THBD	
Hepatic Fibrosis Signaling Pathway	3.66E00	1.36E-01	1.474	CACNA2D4,CASP3,CCN2,CEBPB,COL3A1,CREB3,CSNK1D,FOXO1,FZD6,FZD7,ICAM1,IKBKB,IL17RA,IL18,IL1A,IL1B,IL1RN,IRAK2,ITGA8,ITGB3,ITGB5,ITGB8,LEPR,MAP2K6,MAPK14,MYC,MYD88,MYL9,NFKB2,NFKBID,NFKBIE,NOX4,PDGFA,PDGFRA,PIK3CB,PIK3R5,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB,RHOB,RND3,SERPINE1,STAT3,SUCNR1,TFRC,TNF,TNFRSF1A,TNFRSF1B,VEGFA,WNT5B,WNT9B	
Osteoarthritis Pathway	3.61E00	1.56E-01	1.177	ACVRL1,ADAMTS4,CASP3,CASP4,CCN4,CEBPB,CNMD,CREB3,DDIT4,ELF3,FOXO3,FZD6,FZD7,HES1,IL1B,ITGA8,ITGB3,ITGB5,ITGB8,MYBBP1A,NFKB2,PRKAB1,PRKAB2,PTH1R,REL,RELB,S100A8,S100A9,SLC39A8,SMAD6,TLR2,TNF,TNFRSF1A,TNFRSF1B,VEGFA	
Xenobiotic Metabolism CAR Signaling Pathway	3.59E00	1.69E-01	-1.134	ABCC1,ALDH8A1,CHST10,CITED2,CYP1A1,CYP1A2,CYP2C8,FMO2,GSTA3,GSTA5,GSTM1,GSTM2,Gstm3,Gstm6,GSTT2/GSTT2B,HSP90AA1,HSP90AB1,MAP2K6,NDST1,PPP2R1B,PPP2R5E,PRKCA,PRKCD,PRKD3,SULT1C2,UGT2B17,UGT2B28,UGT2B7	
IL-12 Signaling and Production in Macrophages	3.57E00	1.86E-01	NaN	APOA4,CEBPB,ELP1,IKBKB,IL18,IRF1,MAP3K8,MAPK14,MYD88,NFKB2,NFKBIE,PCYOX1,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,REL,RELB,S100A8,TLR2,TNF	
iNOS Signaling	3.54E00	2.61E-01	2.333	CD14,IKBKB,IRAK2,IRF1,JAK3,MAPK14,MYD88,NFKB2,NFKBID,NFKBIE,REL,RELB	
Role of IL-17A in Arthritis	3.5E00	2.45E-01	NaN	CXCL3,IL17RA,MAP2K6,MAPK14,MAPKAPK2,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,REL,RELB,RPS6KA1	
Fatty Acid β-oxidation I	3.49E00	2.94E-01	2.530	ACAA1,Acaa1b,ACADM,ACSL3,ECI1,EHHADH,HADHA,HADHB,HSD17B10,SLC27A1	
PXR/RXR Activation	3.48E00	2.33E-01	NaN	ABCB11,CYP1A2,CYP2C8,CYP7A1,FOXO1,FOXO3,G6PC,GSTM1,GSTM2,HNF4A,IGFBP1,NR0B2,PRKAR2A,TNF	
Polyamine Regulation in Colon Cancer	3.48E00	2.33E-01	NaN	AZIN1,MYC,ODC1,PSMA7,PSMB4,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMD12,PSMD3,PSMD4,PSMD6	
Mevalonate Pathway I	3.47E00	4.62E-01	-0.816	ACAT2,HADHA,HADHB,HMGCS1,MVK,PMVK	
RANK Signaling in Osteoclasts	3.47E00	2.02E-01	0.832	BIRC2,ELP1,IKBKB,MAP2K6,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,MAPK14,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,REL,RELB,TAB2	
Role of Tissue Factor in Cancer	3.46E00	1.88E-01	NaN	CASP3,CCN2,CSF1,F3,FGR,FRK,GNA11,GNA12,GNA14,IL1B,ITGB3,LYN,MAPK14,PIK3CB,PIK3R5,PLAUR,PRKCA,RAP2A,RPS6KA1,STAT5B,VEGFA	
Apelin Endothelial Signaling Pathway	3.41E00	1.75E-01	0.728	ADCY1,ADCY9,ARNT,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ICAM1,MEF2D,NFKB2,NOS3,PIK3CB,PIK3R5,PLCB2,PRKAB1,PRKAB2,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB	
Ferroptosis Signaling Pathway	3.3E00	1.79E-01	0.000	ANGPTL4,Arf2,ARF6,CARS1,CHAC1,G3BP1,GCLC,H2AZ1,HMOX1,HSPB1,LPCAT3,NOX4,PRKAB1,PRKAB2,RAP2A,RBL1,SLC39A14,SLC39A8,STAT3,STEAP3,TFRC,TXNRD1	
Granulocyte Adhesion and Diapedesis	3.27E00	1.64E-01	NaN	C5AR1,Ccl2,CCL3L3,Ccl9,CLDN1,CLDN14,CSF3R,CXCL10,Cxcl11,CXCL13,CXCL2,CXCL3,FPR1,FPR2,ICAM1,IL18,IL1A,IL1B,IL1RN,MMP15,MMP17,MMP8,SDC3,SELE,TNF,TNFRSF1A,TNFRSF1B	
Colorectal Cancer Metastasis Signaling	3.25E00	1.45E-01	1.616	ADCY1,ADCY9,CASP3,CDH1,FZD6,FZD7,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,IL6R,JAK3,MMP15,MMP17,MMP8,MYC,NFKB2,PIK3CB,PIK3R5,PRKAR2A,PTGER2,PTGER4,RALGDS,RAP2A,REL,RELB,RHOB,RND3,STAT3,TLR2,TLR8,TNF,TNFRSF1A,VEGFA,WNT5B,WNT9B	
Tumor Microenvironment Pathway	3.25E00	1.61E-01	2.200	COL3A1,CSF1,FOXO1,FOXO3,ICAM1,IDO2,IL1B,IL6R,ITGB3,LEPR,MAP3K14,MMP15,MMP17,MMP8,MYC,NFKB2,PDGFA,PIK3CB,PIK3R5,RAP2A,REL,RELB,SLC2A1,SLC2A2,STAT3,TNF,TNFRSF1A,VEGFA	
NF-κB Activation by Viruses	3.22E00	2.05E-01	0.535	ELP1,IKBKB,ITGB3,MAP3K1,MAP3K14,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB	
TREM1 Signaling	3.19E00	2.11E-01	1.941	CD83,CXCL3,ICAM1,IL18,IL1B,MYD88,NFKB2,NLRP3,REL,RELB,STAT3,STAT5B,TLR2,TLR8,TNF	
Apoptosis Signaling	3.1E00	1.84E-01	0.258	BCL2A1,BIRC2,CAPN10,CASP3,ELP1,GAS2,IKBKB,MAP3K14,NFKB2,NFKBID,NFKBIE,PRKCA,RAP2A,REL,RELB,RPS6KA1,TNF,TNFRSF1A,TNFRSF1B	
Inhibition of ARE-Mediated mRNA Degradation Pathway	3.06E00	1.63E-01	0.535	AGO1,AGO2,AGO4,EDC4,MAPK14,MAPKAPK2,PPP2R1B,PPP2R5E,PRKAR2A,PSMA7,PSMB4,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMD12,PSMD3,PSMD4,PSMD6,TNF,TNFRSF1A,TNFRSF1B,YWHAG,ZFP36L1	
fMLP Signaling in Neutrophils	3.06E00	1.72E-01	-2.496	FPR1,FPR2,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,ITPR3,NFKB2,NFKBID,NFKBIE,NOX4,PIK3CB,PIK3R5,PLCB2,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB	
Role of JAK2 in Hormone-like Cytokine Signaling	3.04E00	2.81E-01	NaN	GHR,IRS1,PTPN1,SH2B2,SOCS2,SOCS3,SOCS5,STAT3,STAT5B	
Hypoxia Signaling in the Cardiovascular System	3E00	2.03E-01	2.646	ARNT,ATM,CDC34,CREB3,CSNK1D,HSP90AA1,HSP90AB1,LDHA,NFKBID,NFKBIE,NOS3,UBE2F,UBE2H,UBE2O,VEGFA	
Glucocorticoid Receptor Signaling	2.97E00	1.23E-01	NaN	ARG2,CEBPA,CREBZF,CXCL3,DUSP1,ELP1,FKBP5,FOXO3,G6PC,GHR,H3-3A/H3-3B,HP,HSP90AA1,HSP90AB1,HSPA14,HSPA1A/HSPA1B,Hspa1b,HSPA4,HSPA8,ICAM1,IKBKB,IL17RA,IL1A,IL1B,IL1RN,IL22RA1,IL6R,JAK3,KAT2B,KRT18,KRT19,MAP3K1,MAP3K14,MAPK14,MMP8,MYC,NCOA2,NCOA3,NDUFS6,NFKB2,NFKBID,NFKBIE,NOS3,NR3C2,PCK1,PDK4,PIK3CB,PIK3R5,PLA2G12A,POLR2H,PRKAB1,PRKAB2,RAP2A,RARG,SELE,SERPINE1,SGK1,STAT3,STAT5B,TAF4B,TAT,TLR2,TNF,TSC22D3	
JAK/Stat Signaling	2.97E00	1.95E-01	-1.069	CEBPB,CISH,JAK3,NFKB2,PIK3CB,PIK3R5,PTPN1,RAP2A,REL,RELB,SOCS2,SOCS3,SOCS5,STAT2,STAT3,STAT5B	
Molecular Mechanisms of Cancer	2.95E00	1.27E-01	NaN	ADCY1,ADCY9,ARHGEF15,ARHGEF3,ARHGEF5,ATM,BIRC2,CASP3,CCNE1,CDH1,CDK17,CDK2,E2F8,FOXO1,FZD6,FZD7,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,HDAC11,HDAC9,IRS1,ITGA8,ITGB3,ITGB5,ITGB8,JAK3,MAP2K6,MAPK14,MYC,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,PSEN2,RALGDS,RAP2A,RBL1,REL,RELB,RHOB,RND3,SMAD6,TAB2,WNT5B,WNT9B	
4-1BB Signaling in T Lymphocytes	2.94E00	2.73E-01	1.342	ELP1,IKBKB,MAP3K14,MAPK14,NFKB2,NFKBID,NFKBIE,REL,RELB	
Gαq Signaling	2.92E00	1.58E-01	-0.688	ADRA1B,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,HMOX1,IKBKB,ITPR3,NFKB2,NFKBID,NFKBIE,PIK3CB,PIK3R5,PLCB2,PLD4,PRKCA,PRKCD,PRKD3,REL,RELB,RGS16,RGS4,RHOB,RND3	
Ketogenesis	2.92E00	4.55E-01	-0.447	ACAT2,BDH2,HADHA,HADHB,HMGCS1	
FAT10 Signaling Pathway	2.86E00	2.22E-01	NaN	PSMA7,PSMB4,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMD12,PSMD3,PSMD4,PSMD6,TNF	
Cardiac Hypertrophy Signaling	2.8E00	1.41E-01	-0.898	ADCY1,ADCY9,ADRA1B,CACNA2D4,EIF2B2,EIF2B4,GATA4,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,HSPB1,IL6R,IRS1,MAP2K6,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,MAPK14,MAPKAPK2,MEF2D,MYL9,PIK3CB,PIK3R5,PLCB2,PRKAR2A,RAP2A,RHOB,RND3,RPS6KA1,SRF	
Thrombin Signaling	2.79E00	1.47E-01	0.000	ADCY1,ADCY9,ARHGEF15,ARHGEF3,ARHGEF5,F2R,GATA4,GATA6,GNA11,GNA12,GNA14,GNAT1,GNG12,GNG2,IKBKB,ITPR3,MAPK14,MYL9,NFKB2,PIK3CB,PIK3R5,PLCB2,PRKCA,PRKCD,PRKD3,RAP2A,REL,RELB,RHOB,RND3	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	2.77E00	1.61E-01	1.807	C3AR1,C5AR1,IL18,IL1A,IL1B,MAVS,MYD88,NFKB2,NLRP3,PIK3CB,PIK3R5,PRKCA,PRKCD,PRKD3,REL,RELB,RIPK2,RNASEL,SYK,TICAM1,TLR2,TLR8,TNF	
Cardiac Hypertrophy Signaling (Enhanced)	2.77E00	1.21E-01	0.000	ADCY1,ADCY9,ADRA1B,ATP2A2,CACNA2D4,EIF2B2,EIF2B4,FGFR2,FGFRL1,FZD6,FZD7,GATA4,GHR,GNA11,GNA12,GNA14,GNG12,GNG2,HDAC11,HDAC9,HSPB1,IKBKB,IL17RA,IL18,IL1A,IL1B,IL22RA1,IL6R,ITGA8,ITGB3,ITGB5,ITGB8,ITPR3,MAP2K6,MAP3K1,MAP3K13,MAP3K14,MAP3K6,MAP3K8,MAPK14,MAPKAPK2,MEF2D,MYC,NFKB2,PIK3CB,PIK3R5,PLCB2,PRKAR2A,PRKCA,PRKCD,PRKD3,RAP2A,RCAN1,REL,RELB,SRF,STAT3,TDP2,TNF,TNFRSF1A,TNFRSF1B,WNT5B,WNT9B	
